Algorithm,Seed,Return,waiting_list,queue_list,speed_list,Actor loss,Critic loss,VAE loss,Log time
IPPO,42,-220.6568749999999,280019.0,1260,1.1558741418452294,-0.004521983415020259,1.408166338405863,,05-19 21:20:05
IPPO,42,-96.78249999999998,79516.0,950,1.4755382844263596,-0.004521983415020259,1.408166338405863,,05-19 21:24:59
IPPO,42,-59.828750000000085,49280.0,702,2.247135839638061,-0.004521983415020259,1.408166338405863,,05-19 21:29:17
IPPO,42,-30.54687500000001,12392.0,478,3.0925692736087163,-0.004521983415020259,1.408166338405863,,05-19 21:33:39
IPPO,42,-32.34437500000003,15144.0,550,3.0969803187988774,-0.004521983415020259,1.408166338405863,,05-19 21:37:56
IPPO,42,-27.818125000000034,13987.0,425,3.3273905447756142,-0.004521983415020259,1.408166338405863,,05-19 21:42:21
IPPO,42,-20.542500000000004,14034.0,465,3.0281876817866555,-0.004521983415020259,1.408166338405863,,05-19 21:46:40
IPPO,42,-39.50125,27002.0,582,2.7234623433916636,-0.004521983415020259,1.408166338405863,,05-19 21:50:53
IPPO,42,-22.06937500000004,13250.0,505,2.6280285391621057,-0.004521983415020259,1.408166338405863,,05-19 21:54:55
IPPO,42,-48.54562500000001,40833.0,584,2.616974332035248,-0.004521983415020259,1.408166338405863,,05-19 21:58:57
IPPO,42,-20.202500000000025,14141.0,460,2.830396384042883,-0.004521983415020259,1.408166338405863,,05-19 22:02:48
IPPO,42,-15.975624999999974,10797.0,385,3.3175099582328222,-0.004521983415020259,1.408166338405863,,05-19 22:06:29
IPPO,42,-23.603749999999994,13206.0,485,3.3602204121920556,-0.004521983415020259,1.408166338405863,,05-19 22:10:16
IPPO,42,-17.139374999999987,17034.0,411,3.4080590640309523,-0.004521983415020259,1.408166338405863,,05-19 22:13:46
IPPO,42,-11.477499999999994,10746.0,342,3.5175491248963286,-0.004521983415020259,1.408166338405863,,05-19 22:17:05
IPPO,42,-9.064374999999995,7619.0,318,3.725530655510518,-0.004521983415020259,1.408166338405863,,05-19 22:20:36
IPPO,42,-9.622499999999985,6750.0,281,4.484110504650715,-0.004521983415020259,1.408166338405863,,05-19 22:23:59
IPPO,42,-8.837499999999993,5575.0,252,4.260895402163834,-0.004521983415020259,1.408166338405863,,05-19 22:27:15
IPPO,42,-6.736250000000012,4513.0,248,4.374660527441975,-0.004521983415020259,1.408166338405863,,05-19 22:30:27
IPPO,42,-6.247500000000005,6006.0,230,4.734948404115202,-0.004521983415020259,1.408166338405863,,05-19 22:33:37
IPPO,42,-7.442500000000006,5449.0,275,4.474598773508607,-0.004521983415020259,1.408166338405863,,05-19 22:36:42
IPPO,42,-6.20375,5536.0,239,4.514202167326792,-0.004521983415020259,1.408166338405863,,05-19 22:39:45
IPPO,42,-6.148125000000005,6998.0,255,4.416385564297089,-0.004521983415020259,1.408166338405863,,05-19 22:42:52
IPPO,42,-6.772500000000003,6309.0,210,4.729139635847989,-0.004521983415020259,1.408166338405863,,05-19 22:45:56
IPPO,42,-5.735625,5312.0,256,4.604148912853228,-0.004521983415020259,1.408166338405863,,05-19 22:48:58
IPPO,42,-3.783124999999994,3872.0,225,4.474880204087556,-0.004521983415020259,1.408166338405863,,05-19 22:51:55
IPPO,42,-3.710625000000002,4277.0,192,4.835674064115317,-0.004521983415020259,1.408166338405863,,05-19 22:54:49
IPPO,42,-2.474375,2161.0,137,6.349402885343641,-0.004521983415020259,1.408166338405863,,05-19 22:57:36
IPPO,42,-3.2175000000000047,3735.0,176,5.480087935701894,-0.004521983415020259,1.408166338405863,,05-19 23:00:24
IPPO,42,-2.6162499999999946,2887.0,171,5.111686829369029,-0.004521983415020259,1.408166338405863,,05-19 23:03:09
IPPO,42,-2.670624999999999,2817.0,157,5.400963967354674,-0.004521983415020259,1.408166338405863,,05-19 23:05:50
IPPO,42,-2.3587499999999992,3068.0,175,5.792074603531812,-0.004521983415020259,1.408166338405863,,05-19 23:08:31
IPPO,42,-2.119375000000002,1892.0,139,5.690202926069516,-0.004521983415020259,1.408166338405863,,05-19 23:11:11
IPPO,42,-1.8662500000000004,2055.0,150,5.7480801366236625,-0.004521983415020259,1.408166338405863,,05-19 23:13:44
IPPO,42,-3.2662499999999954,2918.0,150,5.363239269462122,-0.004521983415020259,1.408166338405863,,05-19 23:16:26
IPPO,42,-1.5993749999999993,1468.0,110,6.654094978874029,-0.004521983415020259,1.408166338405863,,05-19 23:19:02
IPPO,42,-3.008749999999996,2871.0,163,5.687632862028429,-0.004521983415020259,1.408166338405863,,05-19 23:21:46
IPPO,42,-2.912499999999999,3959.0,140,6.018530112547507,-0.004521983415020259,1.408166338405863,,05-19 23:24:17
IPPO,42,-2.1737499999999956,2135.0,137,5.837947903122176,-0.004521983415020259,1.408166338405863,,05-19 23:26:51
IPPO,42,-1.3543750000000003,1397.0,103,6.375744585754886,-0.004521983415020259,1.408166338405863,,05-19 23:29:21
IPPO,42,-3.0862499999999975,2209.0,133,6.08668538006796,-0.004521983415020259,1.408166338405863,,05-19 23:32:00
IPPO,42,-1.904375,1515.0,132,5.853489336928146,-0.004521983415020259,1.408166338405863,,05-19 23:34:34
IPPO,42,-1.871250000000001,1433.0,134,5.702659299208394,-0.004521983415020259,1.408166338405863,,05-19 23:37:03
IPPO,42,-1.7537499999999966,1691.0,134,6.039286107265075,-0.004521983415020259,1.408166338405863,,05-19 23:39:36
IPPO,42,-1.808750000000002,1797.0,120,6.441789671339272,-0.004521983415020259,1.408166338405863,,05-19 23:42:07
IPPO,42,-2.2949999999999946,1291.0,122,5.99986495238676,-0.004521983415020259,1.408166338405863,,05-19 23:44:40
IPPO,42,-1.3325,1463.0,119,5.784157525148207,-0.004521983415020259,1.408166338405863,,05-19 23:47:09
IPPO,42,-1.8287500000000014,2099.0,128,5.79054868873047,-0.004521983415020259,1.408166338405863,,05-19 23:49:41
IPPO,42,-2.3137499999999958,2072.0,152,5.790983782107156,-0.004521983415020259,1.408166338405863,,05-19 23:52:15
IPPO,42,-1.3587499999999977,1015.0,87,6.971228512115132,-0.004521983415020259,1.408166338405863,,05-19 23:54:42
IPPO,42,-1.7112499999999995,1496.0,134,6.048317345900393,-0.004521983415020259,1.408166338405863,,05-19 23:57:12
IPPO,42,-1.2606249999999999,1211.0,103,6.478226634373668,-0.004521983415020259,1.408166338405863,,05-19 23:59:40
IPPO,42,-1.8243750000000012,1803.0,149,5.795597072710872,-0.004521983415020259,1.408166338405863,,05-20 00:02:08
IPPO,42,-1.6606250000000027,1107.0,100,6.456691009297988,-0.004521983415020259,1.408166338405863,,05-20 00:04:37
IPPO,42,-1.6956250000000022,1700.0,143,5.701111105291816,-0.004521983415020259,1.408166338405863,,05-20 00:07:05
IPPO,42,-1.121250000000001,1016.0,99,6.487037920056507,-0.004521983415020259,1.408166338405863,,05-20 00:09:33
IPPO,42,-1.9062499999999996,1563.0,126,5.758338717603584,-0.004521983415020259,1.408166338405863,,05-20 00:12:05
IPPO,42,-1.3331249999999977,1564.0,140,5.811402055748225,-0.004521983415020259,1.408166338405863,,05-20 00:14:32
IPPO,42,-1.4306250000000007,1157.0,118,6.361835860811734,-0.004521983415020259,1.408166338405863,,05-20 00:17:01
IPPO,42,-1.3037500000000013,1466.0,115,6.702766086976447,-0.004521983415020259,1.408166338405863,,05-20 00:19:29
IPPO,42,-1.516250000000003,1174.0,106,5.816111361101161,-0.004521983415020259,1.408166338405863,,05-20 00:21:59
IPPO,42,-1.7693749999999955,1588.0,114,6.035362182607346,-0.004521983415020259,1.408166338405863,,05-20 00:24:26
IPPO,42,-2.385625000000002,1627.0,122,5.736062634318167,-0.004521983415020259,1.408166338405863,,05-20 00:26:59
IPPO,42,-2.053124999999998,2120.0,133,5.615872256129714,-0.004521983415020259,1.408166338405863,,05-20 00:29:31
IPPO,42,-1.9662500000000012,2100.0,127,6.1260383461381975,-0.004521983415020259,1.408166338405863,,05-20 00:32:01
IPPO,42,-2.406249999999997,2415.0,148,5.370681069757804,-0.004521983415020259,1.408166338405863,,05-20 00:34:32
IPPO,42,-1.2793750000000004,1426.0,102,6.835658218243564,-0.004521983415020259,1.408166338405863,,05-20 00:37:01
IPPO,42,-1.531875000000001,1268.0,118,6.3243840956859865,-0.004521983415020259,1.408166338405863,,05-20 00:39:26
IPPO,42,-2.0181249999999995,1735.0,118,5.788344574338895,-0.004521983415020259,1.408166338405863,,05-20 00:41:53
IPPO,42,-1.129375000000002,1174.0,102,6.750316791773186,-0.004521983415020259,1.408166338405863,,05-20 00:44:16
IPPO,42,-1.5906250000000028,1568.0,121,6.221460396239932,-0.004521983415020259,1.408166338405863,,05-20 00:46:43
IPPO,42,-1.3143749999999987,872.0,86,6.7989233824697,-0.004521983415020259,1.408166338405863,,05-20 00:49:12
IPPO,42,-1.5625000000000018,1638.0,122,6.073291422156568,-0.004521983415020259,1.408166338405863,,05-20 00:51:37
IPPO,42,-1.2737500000000006,1299.0,110,6.1974614211882955,-0.004521983415020259,1.408166338405863,,05-20 00:53:59
IPPO,42,-2.014375000000003,2269.0,129,5.900356266771307,-0.004521983415020259,1.408166338405863,,05-20 00:56:30
IPPO,42,-1.9262499999999962,1558.0,115,5.650055976778542,-0.004521983415020259,1.408166338405863,,05-20 00:58:58
IPPO,42,-1.5062500000000008,1386.0,106,6.428790663288139,-0.004521983415020259,1.408166338405863,,05-20 01:01:20
IPPO,42,-1.939375000000002,1669.0,131,6.003899320249448,-0.004521983415020259,1.408166338405863,,05-20 01:03:46
IPPO,42,-1.6737499999999996,1560.0,125,6.415102744532646,-0.004521983415020259,1.408166338405863,,05-20 01:06:12
IPPO,42,-1.221874999999998,1184.0,118,6.06003349527903,-0.004521983415020259,1.408166338405863,,05-20 01:08:36
