Algorithm,Seed,Return,waiting_list,queue_list,speed_list,Actor loss,Critic loss,VAE loss,Log time
IDQN,42,-570.3218750000003,1110074.0,2215,0.16365514738506767,,17.78091589213119,,05-06 19:51:52
IDQN,42,-678.8924999999999,1364460.0,2360,0.128234981675549,,17.78091589213119,,05-06 20:06:33
IDQN,42,-70.61124999999994,52848.0,910,1.6136749617851807,,17.78091589213119,,05-06 20:19:03
IDQN,42,-304.96000000000004,513125.0,1591,0.7181582052279948,,17.78091589213119,,05-06 20:33:39
IDQN,42,-119.24374999999988,95934.0,1096,1.3442170845306933,,17.78091589213119,,05-06 20:48:09
IDQN,42,-104.71375,111261.0,955,1.5436246754092258,,17.78091589213119,,05-06 21:01:01
IDQN,42,-417.82249999999993,836854.0,1966,0.41241788791219736,,17.78091589213119,,05-06 21:15:07
IDQN,42,-505.54249999999996,954640.0,1926,0.32563493328656734,,17.78091589213119,,05-06 21:30:05
IDQN,42,-124.08500000000002,77982.0,1314,1.1513543554513983,,17.78091589213119,,05-06 21:46:21
IDQN,42,-526.7818750000002,1075199.0,2625,0.22435286855398667,,17.78091589213119,,05-06 22:03:56
IDQN,42,-362.5799999999998,531826.0,2105,0.5891487336068791,,17.78091589213119,,05-06 22:19:59
IDQN,42,-640.7768749999998,1464046.0,2910,0.10954772390142373,,17.78091589213119,,05-06 22:39:50
IDQN,42,-351.9668749999999,564852.0,1918,0.5217658532282355,,17.78091589213119,,05-06 22:54:52
IDQN,42,-841.3943749999995,2973351.0,3006,0.01883783527667613,,17.78091589213119,,05-06 23:15:00
IDQN,42,-724.5093749999999,1834098.0,2946,0.1012711376927547,,17.78091589213119,,05-06 23:33:45
IDQN,42,-671.9087499999999,1650772.0,2663,0.13304152485457138,,17.78091589213119,,05-06 23:52:59
IDQN,42,-1013.5531249999997,2884300.0,3157,0.014794599327562412,,17.78091589213119,,05-07 00:14:11
IDQN,42,-975.8468749999988,3406575.0,3283,0.02830381994189529,,17.78091589213119,,05-07 00:36:05
IDQN,42,-875.74375,3146373.0,3027,0.012023719389664973,,17.78091589213119,,05-07 00:57:06
IDQN,42,-752.4906249999999,1942328.0,3096,0.03871373201203583,,17.78091589213119,,05-07 01:16:48
IDQN,42,-889.8124999999993,3111691.0,3174,0.03531364218932612,,17.78091589213119,,05-07 01:38:59
