Algorithm,Seed,Return,waiting_list,queue_list,speed_list,Actor loss,Critic loss,VAE loss,Log time
Fixed,42,-17.650625,27699.0,445,1.7957824091322385,,,,05-06 19:25:17
Fixed,42,-12.165624999999999,17579.0,374,2.961721711447038,,,,05-06 19:25:46
